X,Y,Z,Z_Dither,Mean_Int_Ch1,Mean_Int_Ch2,Mean_Int_Ch3,Mean_Int_Ch4,Hemisphere,Region_ID,Segment
87.6736,140.5899,141.6514,141.3933,1303.1094,694.7891,0,431.9922,Right,18,C6
75.0376,123.4556,143.5251,144.045,1056.525,587.1,0,221.625,Right,18,C6
71.0952,128.6366,142.9438,142.4476,1065.1707,567.4146,0,198.4878,Right,30,C6
61.1984,143.5185,141.1278,140.8185,1519.1946,725.2422,0,264.5093,Right,30,C6
66.6652,141.6437,141.5555,141.372,1115.1687,789.8724,0,288.0041,Right,30,C6
84.4066,150.5135,141.5338,141.6306,1519.6554,797.6971,0,302.9008,Right,53,C6
68.3636,147.5009,141.0346,140.9874,1171.84,586.56,0,230.84,Right,30,C6
81.2919,159.6654,140.4662,140.5111,1422.2657,796.3961,0,421.8357,Right,53,C6
75.0079,123.3985,145.4643,145.3442,1056.525,587.1,0,221.625,Right,18,C6
71.0382,128.5889,144.8707,145.3676,1065.1707,567.4146,0,198.4878,Right,30,C6
61.0993,143.5403,143.0312,142.5893,1519.1946,725.2422,0,264.5093,Right,30,C6
66.5721,141.6593,143.4662,143.2876,1115.1687,789.8724,0,288.0041,Right,30,C6
84.3893,150.5772,143.4849,143.6827,1519.6554,797.6971,0,302.9008,Right,53,C6
68.2763,147.5473,142.9463,143.2591,1171.84,586.56,0,230.84,Right,30,C6
81.2761,159.7755,142.3988,142.8753,1422.2657,796.3961,0,421.8357,Right,53,C6
75.0004,123.3746,146.4366,146.3813,1056.525,587.1,0,221.625,Right,18,C6
71.0173,128.568,145.8368,145.297,1065.1707,567.4146,0,198.4878,Right,30,C6
61.0532,143.5538,143.9852,143.8288,1519.1946,725.2422,0,264.5093,Right,30,C6
66.5316,141.6699,144.4237,143.9527,1115.1687,789.8724,0,288.0041,Right,30,C6
84.3868,150.6131,144.4614,144.4352,1519.6554,797.6971,0,302.9008,Right,53,C6
68.2385,147.574,143.9042,144.1139,1171.84,586.56,0,230.84,Right,30,C6
81.2741,159.8339,143.3661,143.7343,1422.2657,796.3961,0,421.8357,Right,53,C6
70.7572,130.7622,146.6075,146.8822,925.6875,644.5547,0,649.0547,Right,30,C6
231.6808,157.7618,151.5546,152.0626,848.28,579.54,0,516.32,Left,53,C6
67.1336,147.5087,144.8218,144.6224,1172.678,605.6441,0,370.9322,Right,30,C6
70.7456,130.75,147.5771,147.9258,925.6875,644.5547,0,649.0547,Right,30,C6
231.6087,157.9086,152.5416,152.9237,848.28,579.54,0,516.32,Left,53,C6
67.1044,147.5392,145.7831,145.6684,1172.678,605.6441,0,370.9322,Right,30,C6
61.7622,133.3702,147.8659,148.0388,1245.2333,766,0,456.22,Right,30,C6
66.0073,147.4794,146.7041,146.8151,1047.8739,610.1765,0,468.2857,Right,30,C6
77.1008,158.2245,146.1891,146.5746,1251.7967,710.6179,0,813.5772,Right,53,C6
263.0498,147.5622,156.6319,157.0203,1550.5217,572.3043,0,963.8696,Left,30,C6
73.2075,128.7251,149.8229,149.2719,1013.3369,695.7754,0,675.9679,Right,30,C6
65.0003,146.2593,147.751,148.3268,1267.5385,586,0,395.6154,Right,30,C6
87.4742,153.5777,148.3022,148.1954,1171.4427,632.8698,0,634.1406,Right,53,C6
249.5969,123.4103,159.076,158.9392,1240.4211,560.3684,0,822.5789,Left,18,C6
256.5882,165.3816,155.7094,155.8606,1240.6667,541.5867,0,372.1067,Left,18,C6
249.4359,123.4506,160.0676,160.597,1240.4211,560.3684,0,822.5789,Left,18,C6
256.5232,165.491,156.6996,156.6883,1240.6667,541.5867,0,372.1067,Left,18,C6
241.1969,145.092,158.981,158.5862,1017.0149,654.9602,0,286.8657,Left,53,C6
244.5988,149.2448,158.7011,158.9067,1040.95,613.975,0,491.225,Left,53,C6
241.1332,163.9205,157.2926,156.7602,1282.5477,638.7286,0,621.2412,Left,53,C6
66.5922,153.6359,149.9832,149.6594,994.925,810.2188,0,294.8438,Right,18,C6
76.188,157.1326,150.154,149.9742,891.0273,600.9818,0,262.6545,Right,53,C6
226.53,154.4005,158.8029,158.8811,1519.2143,627.8857,0,773.3857,Left,18,C6
69.1465,149.1456,151.5682,152.0394,1067.6375,619.6625,0,317.7375,Right,18,C6
78.4062,157.4783,151.2414,151.0348,1540.388,922.0286,0,484.2214,Right,53,C6
226.405,154.561,159.8088,159.7399,1519.2143,627.8857,0,773.3857,Left,18,C6
69.1628,149.1891,152.547,152.4421,1067.6375,619.6625,0,317.7375,Right,18,C6
78.443,157.5447,152.2205,152.109,1540.388,922.0286,0,484.2214,Right,53,C6
245.9723,142.2818,162.4069,162.2237,1122.4889,564.5111,0,527.6222,Left,38,C7
70.6789,122.9138,156.0006,155.9755,1010.7115,589.3013,0,341.3654,Right,65,C6
90.6012,147.1193,155.032,155.5055,683.7938,615.9794,0,508.4227,Right,18,C6
77.7107,153.8349,153.5442,153.8306,689.4722,606.625,0,473.7361,Right,53,C6
244.8084,129.0976,164.5156,164.7045,1503.5455,580.2273,0,521.5,Left,38,C7
246.511,148.6565,162.8889,162.9487,1286.45,544.5,0,516.2,Left,43,C7
63.0304,131.2566,155.9046,156.4877,1175.0935,791.3211,0,429.0203,Right,30,C6
93.7996,158.5493,155.1998,155.4145,1120.4842,673.5158,0,615.0842,Right,18,C6
83.6509,162.1317,154.0839,154.2817,1100.3951,666.4691,0,313.9074,Right,53,C6
53.6841,207.4344,148.7977,148.6378,1009,848.2857,0,829.4286,Right,0,C6
231.725,149.4984,163.464,162.9386,1670.7551,599.4082,0,641.4694,Left,18,C7
60.7868,132.2619,156.6898,156.7234,1331.0566,630.8113,0,524.434,Right,30,C6
66.8473,151.4709,155.1461,155.4271,1037.8469,637.0816,0,627.5408,Right,18,C6
82.6189,162.0539,155.0029,155.4656,1524.4844,650.0469,0,515.4479,Right,53,C6
237.0961,149.1748,165.6805,165.6772,1393.6604,594.6981,0,490.8302,Left,18,C7
